grade,model,prompt,student_id,mean_acc,std_acc,n_reps
4,claude-sonnet-4-5-20250929,rule_based,0,0.3232323232323233,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,1,0.4242424242424243,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,2,0.5050505050505051,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,3,0.5555555555555556,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,4,0.494949494949495,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,5,0.5959595959595959,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,6,0.696969696969697,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,7,0.7777777777777778,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,8,0.6060606060606061,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,9,0.6464646464646465,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,10,0.6464646464646465,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,11,0.7070707070707071,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,12,0.6565656565656566,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,13,0.8080808080808081,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,14,0.8787878787878788,0.0,1
4,claude-sonnet-4-5-20250929,rule_based,15,0.898989898989899,0.0,1
5,claude-sonnet-4-5-20250929,combined,0,0.4242424242424243,0.0,1
5,claude-sonnet-4-5-20250929,combined,1,0.8181818181818182,0.0,1
5,claude-sonnet-4-5-20250929,combined,2,0.7373737373737373,0.0,1
5,claude-sonnet-4-5-20250929,combined,3,0.8686868686868687,0.0,1
5,claude-sonnet-4-5-20250929,combined,4,0.8181818181818182,0.0,1
5,claude-sonnet-4-5-20250929,combined,5,0.8282828282828283,0.0,1
5,claude-sonnet-4-5-20250929,combined,6,0.7373737373737373,0.0,1
5,claude-sonnet-4-5-20250929,combined,7,0.8585858585858586,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,0,0.7676767676767676,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,1,0.898989898989899,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,2,0.8888888888888888,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,3,0.8787878787878788,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,4,0.9191919191919192,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,5,0.898989898989899,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,6,0.898989898989899,0.0,1
5,claude-sonnet-4-5-20250929,few_shot,7,0.8585858585858586,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,0,0.4343434343434344,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,1,0.7777777777777778,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,2,0.5555555555555556,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,3,0.7676767676767676,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,4,0.6464646464646465,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,5,0.797979797979798,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,6,0.6262626262626263,0.0,1
5,claude-sonnet-4-5-20250929,rule_based,7,0.8585858585858586,0.0,1
