grade,model,prompt,skill,q0,q1,replicate
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.125,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.8,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.08333333333333333,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.08333333333333333,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1.0,0.041666666666666664,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.46153846153846156,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.56,0
4,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.84,0.72,0
4,claude-sonnet-4-5-20250929,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.8846153846153846,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,0.6666666666666666,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.7083333333333334,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.92,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.8333333333333334,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.9615384615384616,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.8333333333333334,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.8333333333333334,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.8846153846153846,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.875,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.92,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.875,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.875,0
4,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0.7916666666666666,0.875,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.9230769230769231,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.9615384615384616,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,0.9583333333333334,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1.0,1.0,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.8846153846153846,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0.84,0.92,0
4,claude-sonnet-4-5-20250929,few_shot,Measurement & Data,0.9230769230769231,0.9615384615384616,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.5,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.48,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.041666666666666664,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.25,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.84,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.125,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.25,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.9230769230769231,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.125,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.4583333333333333,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.125,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.375,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.5,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.84,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.3333333333333333,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.84,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.3333333333333333,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.9230769230769231,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.4583333333333333,0
4,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0.8333333333333334,0.4166666666666667,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.2916666666666667,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.96,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.125,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.8461538461538461,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.125,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1.0,0.16666666666666666,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.6923076923076923,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.8,0
4,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0.84,0.88,0
4,claude-sonnet-4-5-20250929,combined,Measurement & Data,0.9230769230769231,0.9230769230769231,0
