model,grade,prompt,skill_idx,q0,r_i,k,r_max,efficiency,offTarget_eff
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.052631578947368376,1,0.6842105263157895,,0.07692307692307686
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.04347826086956519,1,0.717391304347826,,0.060606060606060566
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.0,1,0.7282608695652174,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,1.0,0,0.75,1.3333333333333333,
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.052631578947368376,1,0.6842105263157895,,0.07692307692307686
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.9565217391304348,0,0.717391304347826,1.3333333333333335,
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.9130434782608696,0,0.7282608695652174,1.2537313432835822,
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,0.0,1,0.75,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.052631578947368376,1,0.6842105263157895,,0.07692307692307686
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.0,1,0.717391304347826,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.9565217391304347,0,0.7282608695652174,1.3134328358208953,
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,0.0,1,0.75,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.0,1,0.6842105263157895,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,0,0.8846153846153846,0.9130434782608696,0,0.717391304347826,1.272727272727273,
claude-sonnet-4-5-20250929,4,explicit_decision,1,0.92,0.0,1,0.7282608695652174,,0.0
claude-sonnet-4-5-20250929,4,explicit_decision,2,1.0,0.04166666666666663,1,0.75,,0.055555555555555504
claude-sonnet-4-5-20250929,4,explicit_decision,3,0.7916666666666666,0.0,1,0.6842105263157895,,0.0
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6666666666666666,0,0.6388888888888888,1.0434782608695652,
gpt-4o,4,explicit_decision,1,0.56,0.6428571428571429,0,0.5535714285714286,1.1612903225806452,
gpt-4o,4,explicit_decision,2,0.75,0.611111111111111,0,0.6666666666666666,0.9166666666666666,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.1666666666666667,1,0.6388888888888888,,0.2608695652173914
gpt-4o,4,explicit_decision,1,0.56,0.5,0,0.5535714285714286,0.9032258064516129,
gpt-4o,4,explicit_decision,2,0.75,0.4444444444444444,0,0.6666666666666666,0.6666666666666666,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6666666666666666,0,0.6388888888888888,1.0434782608695652,
gpt-4o,4,explicit_decision,1,0.56,0.07142857142857148,1,0.5535714285714286,,0.1290322580645162
gpt-4o,4,explicit_decision,2,0.75,0.4444444444444444,0,0.6666666666666666,0.6666666666666666,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.11111111111111104,1,0.6388888888888888,,0.17391304347826075
gpt-4o,4,explicit_decision,1,0.56,0.07142857142857148,1,0.5535714285714286,,0.1290322580645162
gpt-4o,4,explicit_decision,2,0.75,0.5,0,0.6666666666666666,0.75,
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.5555555555555555,0,0.6388888888888888,0.8695652173913043,
gpt-4o,4,explicit_decision,1,0.56,0.6428571428571429,0,0.5535714285714286,1.1612903225806452,
gpt-4o,4,explicit_decision,2,0.75,0.16666666666666666,1,0.6666666666666666,,0.25
gpt-4o,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.1666666666666667,1,0.6388888888888888,,0.2608695652173914
gpt-4o,4,explicit_decision,1,0.56,0.7142857142857143,0,0.5535714285714286,1.2903225806451613,
gpt-4o,4,explicit_decision,2,0.75,0.22222222222222218,1,0.6666666666666666,,0.3333333333333333
gpt-4o,4,explicit_decision,3,0.625,0.8,0,0.6,1.3333333333333335,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6111111111111112,0,0.6388888888888888,0.9565217391304349,
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.75,0.0,1,0.6666666666666666,,0.0
gpt-4o,4,explicit_decision,3,0.625,0.9333333333333333,0,0.6,1.5555555555555556,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.11111111111111104,1,0.6388888888888888,,0.17391304347826075
gpt-4o,4,explicit_decision,1,0.56,0.07142857142857148,1,0.5535714285714286,,0.1290322580645162
gpt-4o,4,explicit_decision,2,0.75,0.11111111111111116,1,0.6666666666666666,,0.16666666666666674
gpt-4o,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6111111111111112,0,0.6388888888888888,0.9565217391304349,
gpt-4o,4,explicit_decision,1,0.56,0.5714285714285715,0,0.5535714285714286,1.0322580645161292,
gpt-4o,4,explicit_decision,2,0.75,0.5555555555555556,0,0.6666666666666666,0.8333333333333334,
gpt-4o,4,explicit_decision,3,0.625,0.06666666666666661,1,0.6,,0.11111111111111102
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.22222222222222224,1,0.6388888888888888,,0.3478260869565218
gpt-4o,4,explicit_decision,1,0.56,0.7142857142857143,0,0.5535714285714286,1.2903225806451613,
gpt-4o,4,explicit_decision,2,0.75,0.4444444444444444,0,0.6666666666666666,0.6666666666666666,
gpt-4o,4,explicit_decision,3,0.625,-0.1333333333333334,1,0.6,,0.22222222222222232
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.6666666666666666,0,0.6388888888888888,1.0434782608695652,
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.75,0.4444444444444444,0,0.6666666666666666,0.6666666666666666,
gpt-4o,4,explicit_decision,3,0.625,-0.1333333333333334,1,0.6,,0.22222222222222232
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.22222222222222224,1,0.6388888888888888,,0.3478260869565218
gpt-4o,4,explicit_decision,1,0.56,0.14285714285714296,1,0.5535714285714286,,0.2580645161290324
gpt-4o,4,explicit_decision,2,0.75,0.5,0,0.6666666666666666,0.75,
gpt-4o,4,explicit_decision,3,0.625,0.06666666666666661,1,0.6,,0.11111111111111102
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.5555555555555555,0,0.6388888888888888,0.8695652173913043,
gpt-4o,4,explicit_decision,1,0.56,0.6428571428571429,0,0.5535714285714286,1.1612903225806452,
gpt-4o,4,explicit_decision,2,0.75,0.16666666666666666,1,0.6666666666666666,,0.25
gpt-4o,4,explicit_decision,3,0.625,-0.2,1,0.6,,0.33333333333333337
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.1666666666666667,1,0.6388888888888888,,0.2608695652173914
gpt-4o,4,explicit_decision,1,0.56,0.7857142857142857,0,0.5535714285714286,1.4193548387096773,
gpt-4o,4,explicit_decision,2,0.75,0.16666666666666666,1,0.6666666666666666,,0.25
gpt-4o,4,explicit_decision,3,0.625,-0.06666666666666661,1,0.6,,0.11111111111111102
gpt-4o,4,explicit_decision,0,0.6923076923076923,0.7222222222222222,0,0.6388888888888888,1.1304347826086958,
gpt-4o,4,explicit_decision,1,0.56,0.0,1,0.5535714285714286,,0.0
gpt-4o,4,explicit_decision,2,0.75,0.11111111111111116,1,0.6666666666666666,,0.16666666666666674
gpt-4o,4,explicit_decision,3,0.625,0.0,1,0.6,,0.0
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.9375,0,0.59375,1.5789473684210527,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.8999999999999999,0,0.4,2.2499999999999996,
deepseek-chat,4,explicit_decision,3,0.625,0.7333333333333334,0,0.6,1.2222222222222223,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.4374999999999999,1,0.59375,,0.7368421052631577
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.7000000000000001,0,0.4,1.75,
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,1.0,0,0.59375,1.6842105263157894,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.6,0,0.4,1.4999999999999998,
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.3749999999999999,1,0.59375,,0.6315789473684209
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.6,0,0.4,1.4999999999999998,
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.6875,0,0.59375,1.1578947368421053,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.7000000000000001,1,0.4,,1.75
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.3749999999999999,1,0.59375,,0.6315789473684209
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.7000000000000001,1,0.4,,1.75
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.8750000000000001,0,0.59375,1.473684210526316,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.7000000000000001,1,0.4,,1.75
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.5625,1,0.59375,,0.9473684210526315
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.49999999999999994,1,0.4,,1.2499999999999998
deepseek-chat,4,explicit_decision,3,0.625,0.8666666666666666,0,0.6,1.4444444444444444,
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.6875,0,0.59375,1.1578947368421053,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.7000000000000001,0,0.4,1.75,
deepseek-chat,4,explicit_decision,3,0.625,-0.2,1,0.6,,0.33333333333333337
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.3749999999999999,1,0.59375,,0.6315789473684209
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.6,0,0.4,1.4999999999999998,
deepseek-chat,4,explicit_decision,3,0.625,-0.2666666666666666,1,0.6,,0.44444444444444436
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.5625,0,0.59375,0.9473684210526315,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.7000000000000001,0,0.4,1.75,
deepseek-chat,4,explicit_decision,3,0.625,-0.1333333333333334,1,0.6,,0.22222222222222232
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.4374999999999999,1,0.59375,,0.7368421052631577
deepseek-chat,4,explicit_decision,2,0.4166666666666667,0.7000000000000001,0,0.4,1.75,
deepseek-chat,4,explicit_decision,3,0.625,0.0,1,0.6,,0.0
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.8125,0,0.59375,1.368421052631579,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.5999999999999999,1,0.4,,1.4999999999999996
deepseek-chat,4,explicit_decision,3,0.625,-0.06666666666666661,1,0.6,,0.11111111111111102
deepseek-chat,4,explicit_decision,0,0.6153846153846154,-0.4374999999999999,1,0.59375,,0.7368421052631577
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.5999999999999999,1,0.4,,1.4999999999999996
deepseek-chat,4,explicit_decision,3,0.625,-0.06666666666666661,1,0.6,,0.11111111111111102
deepseek-chat,4,explicit_decision,0,0.6153846153846154,0.8125,0,0.59375,1.368421052631579,
deepseek-chat,4,explicit_decision,2,0.4166666666666667,-0.2999999999999999,1,0.4,,0.7499999999999997
deepseek-chat,4,explicit_decision,3,0.625,0.0,1,0.6,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.9032258064516129,0,0.7338709677419355,1.2307692307692306,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.92,0,0.67,1.373134328358209,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7931034482758621,0,0.7155172413793104,1.108433734939759,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.84,0,0.67,1.253731343283582,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7241379310344828,0,0.7155172413793104,1.0120481927710843,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.9032258064516129,0,0.7338709677419355,1.2307692307692306,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.039999999999999966,1,0.67,,0.059701492537313376
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7586206896551724,0,0.7155172413793104,1.0602409638554215,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.0,1,0.67,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.7931034482758621,0,0.7155172413793104,1.108433734939759,
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.935483870967742,0,0.7338709677419355,1.2747252747252749,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.9600000000000001,0,0.67,1.4328358208955223,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.0,1,0.7155172413793104,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.0,1,0.7338709677419355,,0.0
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.8,0,0.67,1.1940298507462686,
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.03448275862068963,1,0.7155172413793104,,0.04819277108433731
claude-sonnet-4-5-20250929,5,explicit_decision,0,0.9393939393939394,0.8709677419354839,0,0.7338709677419355,1.1868131868131868,
claude-sonnet-4-5-20250929,5,explicit_decision,1,0.7575757575757576,0.07999999999999993,1,0.67,,0.11940298507462675
claude-sonnet-4-5-20250929,5,explicit_decision,2,0.8787878787878788,0.03448275862068963,1,0.7155172413793104,,0.04819277108433731
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8260869565217391,0,0.641304347826087,1.2881355932203389,
gpt-4o,5,explicit_decision,1,0.3333333333333333,0.0,0,0.24999999999999994,0.0,
gpt-4o,5,explicit_decision,2,0.5757575757575758,0.5263157894736843,0,0.5657894736842105,0.9302325581395351,
gpt-4o,5,explicit_decision,0,0.696969696969697,-0.13043478260869554,1,0.641304347826087,,0.20338983050847437
gpt-4o,5,explicit_decision,1,0.3333333333333333,0.0,0,0.24999999999999994,0.0,
gpt-4o,5,explicit_decision,2,0.5757575757575758,0.5789473684210527,0,0.5657894736842105,1.0232558139534884,
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8695652173913043,0,0.641304347826087,1.3559322033898302,
gpt-4o,5,explicit_decision,1,0.3333333333333333,-0.090909090909091,1,0.24999999999999994,,0.36363636363636404
gpt-4o,5,explicit_decision,2,0.5757575757575758,0.631578947368421,0,0.5657894736842105,1.1162790697674418,
gpt-4o,5,explicit_decision,0,0.696969696969697,-0.043478260869565175,1,0.641304347826087,,0.06779661016949146
gpt-4o,5,explicit_decision,1,0.3333333333333333,-0.18181818181818182,1,0.24999999999999994,,0.7272727272727274
gpt-4o,5,explicit_decision,2,0.5757575757575758,0.631578947368421,0,0.5657894736842105,1.1162790697674418,
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8695652173913043,0,0.641304347826087,1.3559322033898302,
gpt-4o,5,explicit_decision,1,0.3333333333333333,0.18181818181818182,0,0.24999999999999994,0.7272727272727274,
gpt-4o,5,explicit_decision,2,0.5757575757575758,-0.05263157894736837,1,0.5657894736842105,,0.0930232558139534
gpt-4o,5,explicit_decision,0,0.696969696969697,0.043478260869565334,1,0.641304347826087,,0.0677966101694917
gpt-4o,5,explicit_decision,1,0.3333333333333333,0.09090909090909083,0,0.24999999999999994,0.36363636363636337,
gpt-4o,5,explicit_decision,2,0.5757575757575758,0.0,1,0.5657894736842105,,0.0
gpt-4o,5,explicit_decision,0,0.696969696969697,0.8260869565217391,0,0.641304347826087,1.2881355932203389,
gpt-4o,5,explicit_decision,1,0.3333333333333333,0.0,1,0.24999999999999994,,0.0
gpt-4o,5,explicit_decision,2,0.5757575757575758,-0.05263157894736837,1,0.5657894736842105,,0.0930232558139534
deepseek-chat,5,explicit_decision,2,0.48484848484848486,0.25,0,0.484375,0.5161290322580645,
deepseek-chat,5,explicit_decision,2,0.48484848484848486,0.6875000000000001,0,0.484375,1.4193548387096777,
deepseek-chat,5,explicit_decision,2,0.48484848484848486,0.5624999999999999,0,0.484375,1.161290322580645,
deepseek-chat,5,explicit_decision,2,0.48484848484848486,0.5624999999999999,0,0.484375,1.161290322580645,
deepseek-chat,5,explicit_decision,2,0.48484848484848486,-0.6249999999999999,1,0.484375,,1.290322580645161
deepseek-chat,5,explicit_decision,2,0.48484848484848486,-0.5624999999999999,1,0.484375,,1.161290322580645
deepseek-chat,5,explicit_decision,2,0.48484848484848486,-0.5624999999999999,1,0.484375,,1.161290322580645
