grade,model,prompt,skill,q0,q1,replicate
4,deepseek-chat,explicit_decision,Number & Operations in Base Ten,0.24,0.32,0
4,deepseek-chat,explicit_decision,Operations & Algebraic Thinking,0.625,0.08333333333333333,0
4,deepseek-chat,explicit_decision,Measurement & Data,0.6153846153846154,0.07692307692307693,0
4,deepseek-chat,explicit_decision,Operations & Algebraic Thinking,0.625,0.08333333333333333,0
4,deepseek-chat,explicit_decision,Operations & Algebraic Thinking,0.625,0.08333333333333333,0
4,deepseek-chat,explicit_decision,Measurement & Data,0.6153846153846154,0.19230769230769232,0
4,deepseek-chat,explicit_decision,Number & Operations in Base Ten,0.24,0.24,0
4,deepseek-chat,explicit_decision,Number & Operations—Fractions,0.4166666666666667,0.125,0
4,deepseek-chat,explicit_decision,Number & Operations in Base Ten,0.24,0.36,0
4,deepseek-chat,explicit_decision,Number & Operations—Fractions,0.4166666666666667,0.16666666666666666,0
4,deepseek-chat,explicit_decision,Measurement & Data,0.6153846153846154,0.2692307692307692,0
4,deepseek-chat,explicit_decision,Number & Operations—Fractions,0.4166666666666667,0.125,0
4,deepseek-chat,explicit_decision,Number & Operations—Fractions,0.4166666666666667,0.125,0
4,deepseek-chat,explicit_decision,Measurement & Data,0.6153846153846154,0.11538461538461539,0
4,deepseek-chat,explicit_decision,Number & Operations in Base Ten,0.24,0.44,0
4,deepseek-chat,explicit_decision,Number & Operations in Base Ten,0.24,0.2,0
4,deepseek-chat,explicit_decision,Measurement & Data,0.6153846153846154,0.11538461538461539,0
