grade,model,prompt,student_id,n_forget,IS_ACC_R,IS_ACC_F,PS_ACC_R,PS_ACC_F
5,gpt-4o,explicit_decision,3,1,0.5606060606060606,0.21212121212121213,0.5151515151515151,0.5757575757575758
5,gpt-4o,explicit_decision,4,2,0.6060606060606061,0.18181818181818182,0.5757575757575758,0.5151515151515151
5,gpt-4o,explicit_decision,5,1,0.6212121212121212,0.30303030303030304,0.6363636363636365,0.3333333333333333
5,gpt-4o,explicit_decision,6,1,0.4696969696969697,0.12121212121212122,0.4545454545454546,0.696969696969697
5,deepseek-chat,explicit_decision,1,2,0.8787878787878788,0.2121212121212121,0.24242424242424243,0.2878787878787879
5,deepseek-chat,explicit_decision,2,2,0.2727272727272727,0.19696969696969696,0.09090909090909091,0.36363636363636365
5,deepseek-chat,explicit_decision,3,1,0.5151515151515151,0.21212121212121213,0.16666666666666669,0.48484848484848486
5,deepseek-chat,explicit_decision,4,2,0.7878787878787878,0.25757575757575757,0.48484848484848486,0.16666666666666669
5,deepseek-chat,explicit_decision,5,1,0.7121212121212122,0.24242424242424243,0.36363636363636365,0.09090909090909091
5,deepseek-chat,explicit_decision,6,1,0.4393939393939394,0.21212121212121213,0.2878787878787879,0.24242424242424243
