grade,model,prompt,skill,k,r,replicate
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,1,0.04347826086956519,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,0,1.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,0,0.8421052631578947,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,0,0.9565217391304348,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,0,0.9565217391304347,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,0,0.7894736842105263,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,0,0.8695652173913043,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,0,0.7894736842105263,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,0,0.9565217391304348,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,1,-0.04347826086956513,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.20833333333333337,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,0,0.7368421052631579,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,1,0.04347826086956519,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.04166666666666663,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,0,0.7894736842105263,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,0,0.9565217391304348,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,0,0.9565217391304347,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,0,1.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,1,0.04347826086956519,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,0,0.9565217391304347,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,0,1.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,0,0.9565217391304348,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,0,1.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.052631578947368376,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,1,0.04347826086956519,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,0,1.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.052631578947368376,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,0,0.9565217391304348,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,0,0.9130434782608696,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.052631578947368376,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,0,0.9565217391304347,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Measurement & Data,0,0.9130434782608696,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,claude-sonnet-4-5-20250929,explicit_decision,Number & Operations—Fractions,1,0.04166666666666663,0
4,claude-sonnet-4-5-20250929,explicit_decision,Operations & Algebraic Thinking,1,0.0,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.6666666666666666,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.6428571428571429,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.6955462769659011,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.1666666666666667,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.5,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.5650661099512874,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.6666666666666666,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.07142857142857148,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.5650661099512874,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.11111111111111104,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.07142857142857148,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.6085594989561587,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.5555555555555555,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.6428571428571429,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.3475991649269311,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8666666666666666,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.1666666666666667,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.7142857142857143,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.3910925539318023,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.6111111111111112,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.21711899791231729,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.9333333333333333,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.11111111111111104,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.07142857142857148,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.30410577592205984,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,0,0.8666666666666666,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.6111111111111112,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.5714285714285715,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.65205288796103,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,0.06666666666666661,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.22222222222222224,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.7142857142857143,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.5650661099512874,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,-0.1333333333333334,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.6666666666666666,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.5650661099512874,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,-0.1333333333333334,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.22222222222222224,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.14285714285714296,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,0,0.6085594989561587,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,0.06666666666666661,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.5555555555555555,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.6428571428571429,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.3475991649269311,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,-0.2,0
4,gpt-4o,explicit_decision,Measurement & Data,1,0.1666666666666667,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,0,0.7857142857142857,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.3475991649269311,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,-0.06666666666666661,0
4,gpt-4o,explicit_decision,Measurement & Data,0,0.7222222222222222,0
4,gpt-4o,explicit_decision,Number & Operations in Base Ten,1,0.0,0
4,gpt-4o,explicit_decision,Number & Operations—Fractions,1,0.30410577592205984,0
4,gpt-4o,explicit_decision,Operations & Algebraic Thinking,1,0.0,0
