grade,model,prompt,skill,k,q0,q1,r
4,gpt-4o,combined,Measurement & Data,0,0.6538461538461539,0.18055555555555555,0.7238562091503268
4,gpt-4o,combined,Measurement & Data,1,0.6538461538461539,0.6274725274725275,0.04033613445378153
4,gpt-4o,combined,Number & Operations in Base Ten,0,0.6,0.21777777777777776,0.6370370370370371
4,gpt-4o,combined,Number & Operations in Base Ten,1,0.6,0.5257142857142858,0.12380952380952374
4,gpt-4o,combined,Number & Operations—Fractions,0,0.8333333333333334,0.2766203703703704,0.6680555555555556
4,gpt-4o,combined,Number & Operations—Fractions,1,0.8333333333333334,0.7952380952380952,0.04571428571428576
4,gpt-4o,combined,Operations & Algebraic Thinking,0,0.6666666666666666,0.16666666666666666,0.75
4,gpt-4o,combined,Operations & Algebraic Thinking,1,0.6666666666666666,0.6607142857142857,0.008928571428571373
4,gpt-4o,few_shot,Measurement & Data,0,0.5769230769230769,0.4946581196581196,0.1425925925925925
4,gpt-4o,few_shot,Measurement & Data,1,0.5769230769230769,0.5923076923076923,-0.026666666666666727
4,gpt-4o,few_shot,Number & Operations in Base Ten,0,0.52,0.4011111111111111,0.22863247863247865
4,gpt-4o,few_shot,Number & Operations in Base Ten,1,0.52,0.5485714285714286,-0.054945054945054944
4,gpt-4o,few_shot,Number & Operations—Fractions,0,0.8333333333333334,0.8217592592592592,0.013888888888888916
4,gpt-4o,few_shot,Number & Operations—Fractions,1,0.8333333333333334,0.8011904761904762,0.03857142857142862
4,gpt-4o,few_shot,Operations & Algebraic Thinking,0,0.6666666666666666,0.5300925925925926,0.20486111111111105
4,gpt-4o,few_shot,Operations & Algebraic Thinking,1,0.6666666666666666,0.6892857142857143,-0.03392857142857147
4,gpt-4o,rule_based,Measurement & Data,0,0.6923076923076923,0.16025641025641024,0.7685185185185186
4,gpt-4o,rule_based,Measurement & Data,1,0.6923076923076923,0.6098901098901099,0.119047619047619
4,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.56,0.18555555555555558,0.6686507936507937
4,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.56,0.52,0.07142857142857148
4,gpt-4o,rule_based,Number & Operations—Fractions,0,0.875,0.4212962962962963,0.5185185185185186
4,gpt-4o,rule_based,Number & Operations—Fractions,1,0.875,0.9523809523809524,-0.08843537414965986
4,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.625,0.041666666666666664,0.9333333333333333
4,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.625,0.6964285714285714,-0.11428571428571428
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,0,0.6363636363636364,0.13636363636363635,0.7857142857142857
5,claude-sonnet-4-5-20250929,combined,Number & Operations in Base Ten,1,0.6363636363636364,0.3656565656565657,0.42539682539682544
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,0,0.24242424242424243,0.08143939393939394,0.6640625
5,claude-sonnet-4-5-20250929,combined,Number & Operations—Fractions,1,0.24242424242424246,0.20202020202020202,0.16666666666666666
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,0,0.6060606060606061,0.3352272727272727,0.446875
5,claude-sonnet-4-5-20250929,combined,Operations & Algebraic Thinking,1,0.6060606060606061,0.3070707070707071,0.49333333333333335
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,0,0.696969696969697,0.5587121212121212,0.19836956521739135
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations in Base Ten,1,0.696969696969697,0.9131313131313131,-0.31014492753623185
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,0,0.5757575757575758,0.7083333333333334,-0.23026315789473678
5,claude-sonnet-4-5-20250929,few_shot,Number & Operations—Fractions,1,0.5757575757575758,0.7333333333333333,-0.2736842105263157
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,0,0.8787878787878788,0.8162878787878788,0.07112068965517238
5,claude-sonnet-4-5-20250929,few_shot,Operations & Algebraic Thinking,1,0.8787878787878788,0.9090909090909091,-0.03448275862068965
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0,0.30303030303030304,0.06628787878787878,0.78125
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,1,0.30303030303030304,0.16363636363636364,0.45999999999999996
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0,0.09090909090909091,0.02840909090909091,0.6875
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,1,0.09090909090909091,0.06262626262626263,0.31111111111111106
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0,0.30303030303030304,0.07765151515151515,0.74375
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,1,0.30303030303030304,0.11515151515151516,0.6199999999999999
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.9696969696969697,0.5227272727272727,0.4609375
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.9696969696969698,0.9696969696969698,0.0
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.8181818181818182,0.2727272727272727,0.6666666666666666
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.8181818181818182,0.7797979797979798,0.04691358024691367
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.9393939393939394,0.5643939393939394,0.3991935483870968
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.9393939393939394,0.9353535353535354,0.004301075268817216
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.9696969696969697,0.9696969696969697,0.0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.9696969696969698,0.9696969696969698,0.0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.8787878787878788,0.821969696969697,0.06465517241379308
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.8787878787878788,0.8202020202020202,0.06666666666666664
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.9393939393939394,0.9602272727272727,-0.02217741935483869
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,0.9393939393939394,0.9696969696969698,-0.032258064516129004
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.9696969696969697,0.7518939393939394,0.224609375
5,deepseek-chat,rule_based,Number & Operations in Base Ten,1,0.9696969696969698,0.9696969696969698,0.0
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.8787878787878788,0.6761363636363636,0.23060344827586207
5,deepseek-chat,rule_based,Number & Operations—Fractions,1,0.8787878787878788,0.8080808080808081,0.0804597701149425
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0,0.9393939393939394,0.7708333333333333,0.1794354838709678
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,0.9393939393939394,0.9676767676767677,-0.030107526881720404
5,gpt-4o,combined,Number & Operations in Base Ten,0,0.6363636363636364,0.3352272727272727,0.4732142857142857
5,gpt-4o,combined,Number & Operations in Base Ten,1,0.6363636363636364,0.6484848484848484,-0.019047619047619042
5,gpt-4o,combined,Number & Operations—Fractions,0,0.36363636363636365,0.20075757575757577,0.4479166666666667
5,gpt-4o,combined,Number & Operations—Fractions,1,0.36363636363636365,0.3595959595959596,0.011111111111111151
5,gpt-4o,combined,Operations & Algebraic Thinking,0,0.6060606060606061,0.35795454545454547,0.40937500000000004
5,gpt-4o,combined,Operations & Algebraic Thinking,1,0.6060606060606061,0.5979797979797981,0.013333333333333345
5,gpt-4o,few_shot,Number & Operations in Base Ten,0,0.5757575757575758,0.48863636363636365,0.1513157894736843
5,gpt-4o,few_shot,Number & Operations in Base Ten,1,0.5757575757575758,0.6424242424242425,-0.11578947368421046
5,gpt-4o,few_shot,Number & Operations—Fractions,0,0.36363636363636365,0.3712121212121212,-0.020833333333333308
5,gpt-4o,few_shot,Number & Operations—Fractions,1,0.36363636363636365,0.37373737373737376,-0.027777777777777752
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0,0.5757575757575758,0.49242424242424243,0.14473684210526325
5,gpt-4o,few_shot,Operations & Algebraic Thinking,1,0.5757575757575758,0.5858585858585859,-0.017543859649122726
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6363636363636364,0.24431818181818182,0.6160714285714286
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.6363636363636364,0.6686868686868687,-0.050793650793650794
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42424242424242425,0.2727272727272727,0.35714285714285715
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.42424242424242425,0.3898989898989899,0.08095238095238097
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6666666666666666,0.26515151515151514,0.6022727272727273
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.6666666666666666,0.6101010101010101,0.08484848484848478
