grade,model,prompt,skill,k,r,replicate
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.18750000000000006,4
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.20689655172413787,4
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,rule_based,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.24137931034482762,0
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,0
5,deepseek-chat,rule_based,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.24137931034482762,1
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,1
5,deepseek-chat,rule_based,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.24137931034482762,2
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,2
5,deepseek-chat,rule_based,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.24137931034482762,3
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,3
5,deepseek-chat,rule_based,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,rule_based,Number & Operations—Fractions,0,0.24137931034482762,4
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.28124999999999994,0
5,deepseek-chat,rule_based,Number & Operations—Fractions,1,0.06896551724137925,0
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,0.0,0
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.375,1
5,deepseek-chat,rule_based,Number & Operations—Fractions,1,0.06896551724137925,1
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,1
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.375,2
5,deepseek-chat,rule_based,Number & Operations—Fractions,1,0.06896551724137925,2
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,2
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.375,3
5,deepseek-chat,rule_based,Number & Operations—Fractions,1,0.06896551724137925,3
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,3
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0,0.375,4
5,deepseek-chat,rule_based,Number & Operations—Fractions,1,0.06896551724137925,4
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.0,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.103448275862069,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.0,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.103448275862069,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.0,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.103448275862069,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.0,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.103448275862069,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.0,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.06896551724137925,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.06896551724137925,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.13793103448275862,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.13793103448275862,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.13793103448275862,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.13793103448275862,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,-0.032258064516129004,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.03448275862068963,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.03448275862068963,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.03448275862068963,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.03448275862068963,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.0,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.06896551724137925,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.03448275862068963,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5,0
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.4193548387096775,0
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.5925925925925927,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3870967741935484,0
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3870967741935484,1
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3870967741935484,2
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.5925925925925927,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3870967741935484,3
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3870967741935484,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.40624999999999994,0
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.4516129032258065,0
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.53125,1
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.4516129032258065,1
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5624999999999999,2
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.4516129032258065,2
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5624999999999999,3
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.4516129032258065,3
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.5624999999999999,4
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.4516129032258065,4
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3548387096774194,0
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.07407407407407414,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3548387096774194,1
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.07407407407407414,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3548387096774194,2
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.07407407407407414,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3548387096774194,3
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.07407407407407414,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,0,0.3548387096774194,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.40624999999999994,0
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.5925925925925927,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.03225806451612912,0
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.40624999999999994,1
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.375,2
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.40624999999999994,3
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.40624999999999994,4
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.6296296296296295,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,0
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.7407407407407407,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.06451612903225812,0
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,1
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.7777777777777779,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,2
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.7777777777777779,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,3
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.7777777777777779,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
5,deepseek-chat,combined,Number & Operations in Base Ten,1,0.0,4
5,deepseek-chat,combined,Number & Operations—Fractions,0,0.7777777777777779,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,-0.032258064516129004,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.375,0
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,0
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.46875000000000006,1
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,1
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.46875000000000006,2
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,2
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.46875000000000006,3
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,3
5,deepseek-chat,combined,Number & Operations in Base Ten,0,0.46875000000000006,4
5,deepseek-chat,combined,Number & Operations—Fractions,1,0.03703703703703714,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,1,0.0,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.7142857142857143,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5714285714285714,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.7272727272727273,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.3571428571428572,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6363636363636364,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.09523809523809533,1
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.3571428571428572,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5454545454545454,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,2
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.21428571428571436,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5909090909090909,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.047619047619047575,3
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,4
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.3571428571428572,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.7272727272727273,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,0
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0714285714285715,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6363636363636364,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,1
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5454545454545454,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,2
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0714285714285715,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6363636363636364,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,3
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6363636363636364,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,4
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.14285714285714285,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5909090909090909,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.1428571428571429,0
5,gpt-4o,rule_based,Number & Operations—Fractions,1,-0.07142857142857137,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6363636363636364,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,1
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0714285714285715,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5454545454545454,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.09523809523809533,2
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0714285714285715,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5454545454545454,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,3
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.5,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,4
5,gpt-4o,rule_based,Number & Operations—Fractions,1,0.0,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0,0.6363636363636364,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.6666666666666666,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.045454545454545414,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.761904761904762,1
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.3571428571428572,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.09090909090909083,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,2
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.5,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.09090909090909083,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5238095238095238,3
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.2857142857142857,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.045454545454545414,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,0,0.5714285714285715,4
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.3571428571428572,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.045454545454545414,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.3571428571428572,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.09090909090909083,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.09523809523809533,1
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.2857142857142857,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.09090909090909083,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,0.0,2
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.21428571428571436,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.09090909090909083,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,3
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.42857142857142855,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.09090909090909083,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,1,-0.047619047619047575,4
5,gpt-4o,rule_based,Number & Operations—Fractions,0,0.21428571428571436,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,1,0.045454545454545414,4
