grade,model,prompt,skill,q0,q1,replicate
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.8333333333333334,1
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.2916666666666667,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,2
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,2
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.2916666666666667,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,3
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.8333333333333334,3
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.2916666666666667,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,4
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,4
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.2916666666666667,4
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,0
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,0
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,1
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,1
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,2
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,2
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,3
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,3
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,4
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,4
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.84,0
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,0
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,1
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,1
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,2
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,2
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,3
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,3
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,4
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,4
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,4
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,0
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,0
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.88,1
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.3333333333333333,1
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.88,2
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.3333333333333333,2
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.88,3
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.3333333333333333,3
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.88,4
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.3333333333333333,4
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,0
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6923076923076923,1
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6923076923076923,2
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6923076923076923,3
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6923076923076923,4
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,4
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.375,0
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4583333333333333,1
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4583333333333333,2
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4583333333333333,3
4,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9166666666666666,0.4166666666666667,4
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.84,0
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,0
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6538461538461539,1
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,1
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6538461538461539,2
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,2
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6538461538461539,3
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.84,3
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6538461538461539,4
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,4
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,4
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,0
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,0
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,1
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,1
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,2
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,2
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,3
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,3
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,4
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,4
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,0
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,0
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,1
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,2
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,3
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8461538461538461,4
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.875,4
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9166666666666666,0
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,1
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,2
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,3
4,deepseek-chat,rule_based,Number & Operations—Fractions,0.9166666666666666,0.9583333333333334,4
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.6923076923076923,0
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,0
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,1
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.84,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,2
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.84,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,3
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.8076923076923077,4
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.8,4
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,0
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,1
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,2
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,3
4,deepseek-chat,rule_based,Number & Operations in Base Ten,0.92,0.76,4
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,0
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,1
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,2
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7307692307692307,3
4,deepseek-chat,rule_based,Measurement & Data,0.9230769230769231,0.7692307692307693,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9230769230769231,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.75,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.75,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.75,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.75,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.75,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.96,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.7916666666666666,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.875,0.8333333333333334,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.96,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.96,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.96,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.96,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9166666666666666,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0.9583333333333334,0.9583333333333334,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.92,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0.88,0.88,4
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,0
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,1
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,2
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,3
4,deepseek-chat,few_shot,Measurement & Data,0.9615384615384616,0.9615384615384616,4
4,deepseek-chat,combined,Measurement & Data,0.9615384615384616,0.23076923076923078,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0.92,0.32,0
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.2916666666666667,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0.92,0.44,0
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.4166666666666667,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.7083333333333334,0
4,deepseek-chat,combined,Number & Operations in Base Ten,0.92,0.44,1
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.4166666666666667,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.625,1
4,deepseek-chat,combined,Number & Operations in Base Ten,0.92,0.44,2
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.375,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.625,2
4,deepseek-chat,combined,Number & Operations in Base Ten,0.92,0.44,3
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.375,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.6666666666666666,3
4,deepseek-chat,combined,Number & Operations in Base Ten,0.92,0.44,4
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.4166666666666667,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.625,4
4,deepseek-chat,combined,Measurement & Data,0.9615384615384616,0.5,0
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.625,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,0
4,deepseek-chat,combined,Measurement & Data,0.9615384615384616,0.6153846153846154,1
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.5833333333333334,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,1
4,deepseek-chat,combined,Measurement & Data,0.9615384615384616,0.6153846153846154,2
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.5833333333333334,2
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,2
4,deepseek-chat,combined,Measurement & Data,0.9615384615384616,0.6153846153846154,3
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.5833333333333334,3
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,3
4,deepseek-chat,combined,Measurement & Data,0.9615384615384616,0.6153846153846154,4
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.5833333333333334,4
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,4
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.5416666666666666,0
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5,0
4,deepseek-chat,combined,Number & Operations—Fractions,0.875,0.5833333333333334,1
4,deepseek-chat,combined,Operations & Algebraic Thinking,0.8333333333333334,0.5833333333333334,1
