model,grade,prompt,skill_idx,q0,r_i,k,r_max,efficiency,offTarget_eff
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,0,0.7272727272727273,-0.06250000000000011,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5454545454545454,0,0.7272727272727273,0.7499999999999999,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,0,0.7272727272727273,-0.06250000000000011,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5454545454545454,0,0.7272727272727273,0.7499999999999999,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.20833333333333343,0,0.7291666666666666,0.28571428571428586,
deepseek-chat,4,rule_based,1,0.92,0.0869565217391305,0,0.7282608695652174,0.11940298507462696,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5454545454545454,0,0.7272727272727273,0.7499999999999999,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.16666666666666666,0,0.7291666666666666,0.22857142857142856,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.16666666666666666,0,0.7291666666666666,0.22857142857142856,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.16666666666666666,0,0.7291666666666666,0.22857142857142856,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,0,0.7282608695652174,0.05970149253731348,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.6363636363636364,0,0.7272727272727273,0.875,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,0,0.7282608695652174,0.05970149253731348,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.6363636363636364,0,0.7272727272727273,0.875,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,0,0.7282608695652174,0.05970149253731348,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.6363636363636364,0,0.7272727272727273,0.875,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,0,0.7282608695652174,0.05970149253731348,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.6363636363636364,0,0.7272727272727273,0.875,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.20833333333333343,0,0.7291666666666666,0.28571428571428586,
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.25000000000000006,0,0.7291666666666666,0.34285714285714297,
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.25000000000000006,0,0.7291666666666666,0.34285714285714297,
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.25000000000000006,0,0.7291666666666666,0.34285714285714297,
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.25000000000000006,0,0.7291666666666666,0.34285714285714297,
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5909090909090909,0,0.7272727272727273,0.8125,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5,0,0.7272727272727273,0.6875,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5,0,0.7272727272727273,0.6875,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5,0,0.7272727272727273,0.6875,
deepseek-chat,4,rule_based,0,0.9230769230769231,-0.04166666666666664,1,0.7291666666666666,,0.057142857142857106
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.5454545454545454,0,0.7272727272727273,0.7499999999999999,
deepseek-chat,4,rule_based,0,0.9230769230769231,0.20833333333333343,0,0.7291666666666666,0.28571428571428586,
deepseek-chat,4,rule_based,1,0.92,0.0869565217391305,0,0.7282608695652174,0.11940298507462696,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.13636363636363638,1,0.7272727272727273,,0.18750000000000003
deepseek-chat,4,rule_based,0,0.9230769230769231,0.2916666666666667,0,0.7291666666666666,0.4,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.13636363636363638,1,0.7272727272727273,,0.18750000000000003
deepseek-chat,4,rule_based,0,0.9230769230769231,0.2916666666666667,0,0.7291666666666666,0.4,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.13636363636363638,1,0.7272727272727273,,0.18750000000000003
deepseek-chat,4,rule_based,0,0.9230769230769231,0.2916666666666667,0,0.7291666666666666,0.4,
deepseek-chat,4,rule_based,1,0.92,0.0869565217391305,0,0.7282608695652174,0.11940298507462696,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.13636363636363638,1,0.7272727272727273,,0.18750000000000003
deepseek-chat,4,rule_based,0,0.9230769230769231,0.2916666666666667,0,0.7291666666666666,0.4,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.13636363636363638,1,0.7272727272727273,,0.18750000000000003
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.045454545454545414,1,0.7272727272727273,,0.062499999999999944
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.16666666666666666,0,0.7291666666666666,0.22857142857142856,
deepseek-chat,4,rule_based,1,0.92,0.0,1,0.7282608695652174,,0.0
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0833333333333334,0,0.7291666666666666,0.11428571428571438,
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,0,0.7272727272727273,0.062499999999999944,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,0,0.7272727272727273,0.0,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.045454545454545414,1,0.7272727272727273,,0.062499999999999944
deepseek-chat,4,rule_based,0,0.9230769230769231,0.041666666666666755,1,0.7291666666666666,,0.057142857142857266
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,0,0.7272727272727273,-0.06250000000000011,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.041666666666666755,1,0.7291666666666666,,0.057142857142857266
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,0,0.7272727272727273,-0.06250000000000011,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.041666666666666755,1,0.7291666666666666,,0.057142857142857266
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,0,0.7272727272727273,-0.06250000000000011,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.041666666666666755,1,0.7291666666666666,,0.057142857142857266
deepseek-chat,4,rule_based,1,0.92,0.04347826086956525,1,0.7282608695652174,,0.05970149253731348
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,0,0.7272727272727273,-0.06250000000000011,
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.25000000000000006,0,0.7291666666666666,0.34285714285714297,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.0869565217391305,0,0.7282608695652174,0.11940298507462696,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.045454545454545414,1,0.7272727272727273,,0.062499999999999944
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.0869565217391305,0,0.7282608695652174,0.11940298507462696,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.16666666666666666,0,0.7291666666666666,0.22857142857142856,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.12500000000000003,0,0.7291666666666666,0.17142857142857149,
deepseek-chat,4,rule_based,1,0.92,0.13043478260869565,0,0.7282608695652174,0.1791044776119403,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.09090909090909083,1,0.7272727272727273,,0.12499999999999989
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,0.0,1,0.7272727272727273,,0.0
deepseek-chat,4,rule_based,3,0.9166666666666666,0.045454545454545414,1,0.7272727272727273,,0.062499999999999944
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.045454545454545414,1,0.7272727272727273,,0.062499999999999944
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
deepseek-chat,4,rule_based,3,0.9166666666666666,0.045454545454545414,1,0.7272727272727273,,0.062499999999999944
deepseek-chat,4,rule_based,0,0.9230769230769231,0.0,1,0.7291666666666666,,0.0
deepseek-chat,4,rule_based,1,0.92,0.1739130434782609,0,0.7282608695652174,0.23880597014925375,
deepseek-chat,4,rule_based,2,0.9166666666666666,-0.04545454545454554,1,0.7272727272727273,,0.06250000000000011
