grade,model,prompt,skill,q0,q1,replicate
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9393939393939394,0.7878787878787878,4
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9393939393939394,0.7878787878787878,0
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9393939393939394,0.7575757575757576,1
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9393939393939394,0.7575757575757576,2
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9393939393939394,0.7575757575757576,3
5,deepseek-chat,rule_based,Operations & Algebraic Thinking,0.9393939393939394,0.7575757575757576,4
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.7878787878787878,0
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.696969696969697,0
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.7878787878787878,1
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.696969696969697,1
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.7878787878787878,2
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.696969696969697,2
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.7878787878787878,3
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.696969696969697,3
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.7878787878787878,4
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.696969696969697,4
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.6666666666666666,0
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.6666666666666666,1
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.6666666666666666,2
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.6666666666666666,3
5,deepseek-chat,rule_based,Number & Operations—Fractions,0.8787878787878788,0.6666666666666666,4
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.696969696969697,0
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.6060606060606061,1
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.6060606060606061,2
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.6060606060606061,3
5,deepseek-chat,rule_based,Number & Operations in Base Ten,0.9696969696969697,0.6060606060606061,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9393939393939394,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.7878787878787878,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9393939393939394,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.7878787878787878,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9393939393939394,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.7878787878787878,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9393939393939394,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.7878787878787878,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9393939393939394,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,4
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,0
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,1
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,2
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,3
5,deepseek-chat,few_shot,Operations & Algebraic Thinking,0.9393939393939394,0.9696969696969697,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8484848484848485,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8484848484848485,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8484848484848485,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8484848484848485,4
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8787878787878788,0
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,1
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,2
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,3
5,deepseek-chat,few_shot,Number & Operations—Fractions,0.8787878787878788,0.8181818181818182,4
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,0
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,1
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,2
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,3
5,deepseek-chat,few_shot,Number & Operations in Base Ten,0.9696969696969697,0.9696969696969697,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.48484848484848486,0
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5454545454545454,0
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.3333333333333333,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5757575757575758,0
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5757575757575758,1
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5757575757575758,2
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.3333333333333333,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5757575757575758,3
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5757575757575758,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5757575757575758,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5151515151515151,0
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.45454545454545453,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5151515151515151,1
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.42424242424242425,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5151515151515151,2
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.42424242424242425,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5151515151515151,3
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.42424242424242425,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.5151515151515151,4
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.6060606060606061,0
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.6060606060606061,1
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.6060606060606061,2
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.6060606060606061,3
5,deepseek-chat,combined,Operations & Algebraic Thinking,0.9393939393939394,0.6060606060606061,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5757575757575758,0
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.3333333333333333,0
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5757575757575758,1
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,1
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.6060606060606061,2
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,2
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5757575757575758,3
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,3
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5757575757575758,4
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.30303030303030304,4
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.21212121212121213,0
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.18181818181818182,1
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.18181818181818182,2
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.18181818181818182,3
5,deepseek-chat,combined,Number & Operations—Fractions,0.8181818181818182,0.18181818181818182,4
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.6060606060606061,0
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5151515151515151,1
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5151515151515151,2
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5151515151515151,3
5,deepseek-chat,combined,Number & Operations in Base Ten,0.9696969696969697,0.5151515151515151,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.18181818181818182,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.18181818181818182,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.18181818181818182,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.2727272727272727,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.24242424242424243,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.2727272727272727,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.30303030303030304,1
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.3333333333333333,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.2727272727272727,2
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.24242424242424243,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.3333333333333333,3
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.2727272727272727,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.18181818181818182,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.24242424242424243,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.30303030303030304,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.24242424242424243,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.24242424242424243,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.2727272727272727,4
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.24242424242424243,0
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.30303030303030304,1
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.30303030303030304,2
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.3333333333333333,3
5,gpt-4o,rule_based,Operations & Algebraic Thinking,0.6666666666666666,0.24242424242424243,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.21212121212121213,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.24242424242424243,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.15151515151515152,1
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.2727272727272727,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,2
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.21212121212121213,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.30303030303030304,3
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.30303030303030304,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,4
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.2727272727272727,4
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.2727272727272727,0
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.30303030303030304,1
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.3333333333333333,2
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.24242424242424243,3
5,gpt-4o,rule_based,Number & Operations—Fractions,0.42424242424242425,0.3333333333333333,4
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.24242424242424243,0
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.21212121212121213,1
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.21212121212121213,2
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.24242424242424243,3
5,gpt-4o,rule_based,Number & Operations in Base Ten,0.6363636363636364,0.24242424242424243,4
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.5757575757575758,0
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.42424242424242425,0
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5757575757575758,0
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.36363636363636365,0
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5151515151515151,0
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.3939393939393939,1
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5151515151515151,1
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.36363636363636365,2
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5151515151515151,2
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.30303030303030304,3
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5151515151515151,3
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.36363636363636365,4
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5454545454545454,4
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.45454545454545453,0
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.45454545454545453,0
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.42424242424242425,1
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.45454545454545453,1
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.45454545454545453,2
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.45454545454545453,2
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.48484848484848486,3
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.48484848484848486,3
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.45454545454545453,4
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.45454545454545453,4
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.48484848484848486,0
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.5151515151515151,1
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.45454545454545453,2
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.48484848484848486,3
5,gpt-4o,few_shot,Operations & Algebraic Thinking,0.5757575757575758,0.45454545454545453,4
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.45454545454545453,0
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.3939393939393939,0
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.48484848484848486,1
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.3939393939393939,1
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.48484848484848486,2
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.3333333333333333,2
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.45454545454545453,3
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.42424242424242425,3
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.48484848484848486,4
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.36363636363636365,4
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.3939393939393939,0
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.36363636363636365,1
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.3939393939393939,2
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.36363636363636365,3
5,gpt-4o,few_shot,Number & Operations—Fractions,0.36363636363636365,0.30303030303030304,4
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.5454545454545454,0
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.5151515151515151,1
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.5454545454545454,2
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.5151515151515151,3
5,gpt-4o,few_shot,Number & Operations in Base Ten,0.5757575757575758,0.48484848484848486,4
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.15151515151515152,0
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.15151515151515152,0
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.24242424242424243,0
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.21212121212121213,0
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,0
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.21212121212121213,1
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.42424242424242425,1
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.24242424242424243,2
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3333333333333333,2
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.2727272727272727,3
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3939393939393939,3
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.21212121212121213,4
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,4
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.3333333333333333,0
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3333333333333333,0
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.3333333333333333,1
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,1
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.3333333333333333,2
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3939393939393939,2
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.36363636363636365,3
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3333333333333333,3
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.3939393939393939,4
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,4
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,0
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,1
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.36363636363636365,2
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3939393939393939,3
5,gpt-4o,combined,Operations & Algebraic Thinking,0.6060606060606061,0.3333333333333333,4
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.30303030303030304,0
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.12121212121212122,0
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.24242424242424243,1
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.15151515151515152,1
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.21212121212121213,2
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.21212121212121213,2
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.30303030303030304,3
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.18181818181818182,3
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.2727272727272727,4
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.18181818181818182,4
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.24242424242424243,0
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.21212121212121213,1
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.18181818181818182,2
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.18181818181818182,3
5,gpt-4o,combined,Number & Operations—Fractions,0.36363636363636365,0.24242424242424243,4
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.42424242424242425,0
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.42424242424242425,1
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.42424242424242425,2
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.42424242424242425,3
5,gpt-4o,combined,Number & Operations in Base Ten,0.6363636363636364,0.42424242424242425,4
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations in Base Ten,0.30303030303030304,0.030303030303030304,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.06060606060606061,0
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.09090909090909091,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,0
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.06060606060606061,0
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.06060606060606061,1
5,claude-sonnet-4-5-20250929,rule_based,Operations & Algebraic Thinking,0.30303030303030304,0.030303030303030304,1
5,claude-sonnet-4-5-20250929,rule_based,Number & Operations—Fractions,0.09090909090909091,0.030303030303030304,2
