grade,model,prompt,skill,k,r,replicate
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.0,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.09523809523809527,0
4,deepseek-chat,few_shot,Measurement & Data,1,0.0,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.0,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,0
4,deepseek-chat,few_shot,Measurement & Data,1,0.0,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,1
4,deepseek-chat,few_shot,Measurement & Data,1,0.0,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,2
4,deepseek-chat,few_shot,Measurement & Data,1,0.0,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,3
4,deepseek-chat,few_shot,Measurement & Data,1,0.0,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,0.0,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,4
4,deepseek-chat,few_shot,Measurement & Data,0,0.03999999999999997,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.09523809523809527,0
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.09523809523809527,1
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.09523809523809527,2
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.09523809523809527,3
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.09523809523809527,4
4,deepseek-chat,few_shot,Measurement & Data,1,0.03999999999999997,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,-0.09090909090909087,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.14285714285714285,0
4,deepseek-chat,few_shot,Measurement & Data,1,0.03999999999999997,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.14285714285714285,1
4,deepseek-chat,few_shot,Measurement & Data,1,0.03999999999999997,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,2
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.14285714285714285,2
4,deepseek-chat,few_shot,Measurement & Data,1,0.03999999999999997,3
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,3
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,3
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.14285714285714285,3
4,deepseek-chat,few_shot,Measurement & Data,1,0.03999999999999997,4
4,deepseek-chat,few_shot,Number & Operations in Base Ten,1,0.0,4
4,deepseek-chat,few_shot,Number & Operations—Fractions,0,0.04347826086956529,4
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.14285714285714285,4
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,0
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,-0.09090909090909087,0
4,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.0,0
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,0
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,1
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,-0.0454545454545455,1
4,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.0,1
4,deepseek-chat,few_shot,Operations & Algebraic Thinking,0,0.047619047619047575,1
4,deepseek-chat,few_shot,Measurement & Data,0,0.0,2
4,deepseek-chat,few_shot,Number & Operations in Base Ten,0,-0.0454545454545455,2
4,deepseek-chat,few_shot,Number & Operations—Fractions,1,0.0,2
